income,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week
0,19,Private,HS-grad,NotMarried,Prof-specialty,Own-child,White,Male,40
0,37,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40
0,60,,HS-grad,Widowed,,Not-in-family,White,Male,35
0,23,Private,Some-college,NotMarried,Handlers-cleaners,Own-child,White,Male,25
1,44,Private,Prof-school,Married,Prof-specialty,Husband,White,Male,65
0,54,Local-gov,HS-grad,Married,Other-service,Wife,White,Female,35
0,23,Private,HS-grad,Married,Craft-repair,Husband,White,Male,38
0,21,Private,Some-college,NotMarried,Other-service,Own-child,White,Female,10
0,19,State-gov,Some-college,NotMarried,Prof-specialty,Own-child,White,Male,25
1,51,Private,Bachelors,Married,Craft-repair,Husband,White,Male,20
1,41,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,50
1,61,Private,Some-college,Married,Tech-support,Husband,White,Male,18
0,19,Self-emp-not-inc,10th,NotMarried,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40
0,22,Private,Bachelors,NotMarried,Sales,Own-child,White,Male,40
0,22,Private,HS-grad,NotMarried,Other-service,Not-in-family,White,Female,40
0,49,Private,7th-8th,Married,Prof-specialty,Husband,White,Male,32
0,35,Private,10th,Separated,Machine-op-inspct,Not-in-family,White,Male,50
0,38,Private,Some-college,Married,Sales,Husband,White,Male,40
1,29,Private,HS-grad,Married,Prof-specialty,Husband,White,Male,40
1,56,Private,Assoc-voc,Married,Craft-repair,Husband,White,Male,45
0,41,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Female,80
1,62,Self-emp-inc,Masters,Married,Sales,Husband,White,Male,45
0,27,Private,HS-grad,NotMarried,Protective-serv,Own-child,White,Male,40
0,55,,HS-grad,Separated,,Not-in-family,White,Female,40
0,25,Private,HS-grad,NotMarried,Sales,Not-in-family,White,Male,42
1,33,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,75
0,26,Private,HS-grad,NotMarried,Adm-clerical,Not-in-family,White,Female,40
0,43,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,45
1,53,Federal-gov,Masters,Married,Adm-clerical,Husband,White,Male,40
0,43,Private,Bachelors,Separated,Other-service,Not-in-family,White,Female,40
0,56,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,35
0,25,Private,Bachelors,Married,Sales,Husband,White,Male,50
0,60,Private,Masters,Separated,Prof-specialty,Other-relative,Black,Male,40
0,28,Private,Some-college,NotMarried,Adm-clerical,Not-in-family,White,Female,40
0,21,Private,HS-grad,NotMarried,Machine-op-inspct,Unmarried,White,Male,40
0,40,Private,Bachelors,NotMarried,Adm-clerical,Unmarried,Black,Female,40
0,29,Private,HS-grad,Married,Craft-repair,Husband,Black,Male,40
0,20,Private,Some-college,NotMarried,Craft-repair,Own-child,White,Female,25
1,25,Private,HS-grad,Married,Craft-repair,Husband,White,Male,80
0,18,Private,11th,NotMarried,Sales,Own-child,White,Female,10
0,32,State-gov,Assoc-acdm,Married,Other-service,Husband,White,Male,35
0,27,Private,1st-4th,NotMarried,Other-service,Own-child,Other,Male,35
0,48,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,16
0,20,Private,Some-college,NotMarried,Sales,Own-child,White,Female,25
0,55,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,40
1,33,Local-gov,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Female,50
0,21,State-gov,Some-college,NotMarried,Adm-clerical,Own-child,White,Female,12
0,43,Self-emp-not-inc,HS-grad,Married,Craft-repair,Husband,White,Male,30
0,35,Private,Some-college,Married,Machine-op-inspct,Husband,White,Male,40
1,39,Local-gov,Bachelors,Married,Prof-specialty,Husband,White,Male,35
0,19,Private,HS-grad,NotMarried,Sales,Not-in-family,Asian-Pac-Islander,Female,40
0,25,Private,HS-grad,NotMarried,Other-service,Not-in-family,Black,Female,40
1,44,Private,Some-college,Married,Transport-moving,Husband,White,Male,72
0,27,Private,Assoc-acdm,NotMarried,Craft-repair,Unmarried,White,Male,40
1,39,Private,HS-grad,Married,Adm-clerical,Wife,White,Female,40
0,69,Private,10th,NotMarried,Craft-repair,Other-relative,White,Male,40
0,34,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40
0,20,,Some-college,NotMarried,,Own-child,White,Male,35
0,37,Private,5th-6th,Separated,Other-service,Unmarried,White,Female,40
0,43,Local-gov,Bachelors,Separated,Prof-specialty,Own-child,White,Female,39
0,62,,HS-grad,Married,,Husband,White,Male,48
1,34,State-gov,Masters,Married,Prof-specialty,Wife,Black,Female,40
0,31,Self-emp-not-inc,Some-college,Married,Machine-op-inspct,Husband,White,Male,48
1,42,State-gov,Doctorate,Separated,Prof-specialty,Not-in-family,White,Female,60
0,26,Private,HS-grad,Separated,Sales,Unmarried,White,Female,30
0,39,Private,Some-college,Separated,Other-service,Unmarried,White,Female,75
0,25,Private,Bachelors,NotMarried,Other-service,Own-child,White,Male,40
0,54,Local-gov,Some-college,Married,Transport-moving,Husband,Black,Male,30
1,44,State-gov,Masters,Married,Prof-specialty,Husband,White,Male,60
1,34,State-gov,Masters,Married,Prof-specialty,Husband,White,Male,38
0,21,Self-emp-inc,Some-college,NotMarried,Exec-managerial,Not-in-family,White,Male,40
0,50,Private,5th-6th,Married,Handlers-cleaners,Husband,White,Male,55
0,33,Private,HS-grad,NotMarried,Machine-op-inspct,Not-in-family,White,Male,40
1,40,Self-emp-inc,Assoc-acdm,Married,Exec-managerial,Wife,White,Female,40
1,44,Private,Masters,Married,Exec-managerial,Husband,White,Male,40
0,33,Local-gov,Assoc-acdm,Separated,Protective-serv,Not-in-family,White,Male,56
0,21,Local-gov,Some-college,NotMarried,Adm-clerical,Own-child,White,Male,40
0,35,Self-emp-not-inc,Bachelors,NotMarried,Other-service,Not-in-family,Black,Female,60
1,43,Private,Some-college,Married,Sales,Husband,White,Male,40
0,57,,10th,Separated,,Not-in-family,White,Male,30
0,51,Local-gov,Masters,Married,Prof-specialty,Husband,White,Male,45
0,29,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
0,51,Local-gov,HS-grad,Separated,Protective-serv,Not-in-family,Black,Male,40
0,35,Private,HS-grad,Married,Sales,Husband,White,Male,40
0,18,Private,11th,NotMarried,Sales,Own-child,White,Male,20
0,58,Private,10th,Married,Craft-repair,Husband,White,Male,50
1,57,Self-emp-inc,Some-college,Married,Exec-managerial,Husband,White,Male,40
0,19,Private,HS-grad,NotMarried,Sales,Own-child,White,Female,20
0,37,Private,Some-college,Separated,Other-service,Unmarried,White,Female,40
0,38,Private,HS-grad,Married,Sales,Husband,White,Male,44
0,45,Private,Some-college,NotMarried,Adm-clerical,Not-in-family,White,Female,40
1,27,Private,Some-college,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40
0,64,,7th-8th,Widowed,,Not-in-family,White,Female,40
0,38,Local-gov,Some-college,Married,Protective-serv,Husband,White,Male,72
0,30,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,30
0,46,Private,Bachelors,Married,Tech-support,Husband,White,Male,40
0,18,,10th,NotMarried,,Other-relative,White,Female,30
1,60,Private,HS-grad,Married,Sales,Husband,White,Male,40
0,30,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,44
1,47,Private,Some-college,Married,Craft-repair,Husband,Black,Male,40
0,39,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,Female,40
1,42,Private,Some-college,Married,Craft-repair,Husband,White,Male,45
0,27,Private,Some-college,Separated,Adm-clerical,Other-relative,White,Female,40
0,44,Private,Some-college,Separated,Sales,Not-in-family,White,Male,40
0,33,Private,Bachelors,Married,Transport-moving,Husband,White,Male,40
1,54,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,Male,50
0,58,Self-emp-not-inc,Some-college,Married,Farming-fishing,Husband,White,Male,35
0,45,Private,Bachelors,NotMarried,Transport-moving,Not-in-family,White,Male,30
0,59,Private,Some-college,Married,Machine-op-inspct,Husband,White,Male,50
0,29,Private,Assoc-acdm,NotMarried,Priv-house-serv,Not-in-family,White,Female,50
0,27,Private,HS-grad,NotMarried,Machine-op-inspct,Not-in-family,White,Female,40
1,44,Private,Masters,Married,Tech-support,Husband,White,Male,20
1,44,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
1,33,Private,Some-college,Married,Exec-managerial,Husband,White,Male,70
0,27,Private,HS-grad,NotMarried,Craft-repair,Own-child,White,Male,40
1,33,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,55
0,55,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,Black,Female,40
0,32,Self-emp-not-inc,Assoc-voc,Married,Prof-specialty,Husband,Other,Male,60
0,31,Private,Assoc-voc,Married,Handlers-cleaners,Husband,White,Male,45
1,57,Self-emp-inc,Prof-school,Married,Prof-specialty,Husband,White,Male,60
1,30,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,45
0,78,,HS-grad,Widowed,,Not-in-family,White,Female,1
0,28,Private,Bachelors,NotMarried,Sales,Not-in-family,White,Female,48
0,30,Self-emp-not-inc,Some-college,NotMarried,Sales,Other-relative,Asian-Pac-Islander,Male,40
1,29,Private,Masters,Married,Prof-specialty,Husband,White,Male,40
0,66,Private,HS-grad,NotMarried,Other-service,Other-relative,Black,Female,3
1,60,Private,HS-grad,Married,Craft-repair,Husband,White,Male,45
0,31,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,40
0,26,Private,HS-grad,NotMarried,Craft-repair,Other-relative,White,Male,40
0,24,Private,HS-grad,NotMarried,Handlers-cleaners,Own-child,White,Male,45
1,29,Private,Bachelors,NotMarried,Sales,Not-in-family,White,Male,50
1,44,Private,HS-grad,Married,Tech-support,Husband,White,Male,45
1,34,Local-gov,Bachelors,Married,Exec-managerial,Husband,White,Male,55
1,59,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,43
0,23,Private,Bachelors,NotMarried,Exec-managerial,Own-child,Asian-Pac-Islander,Male,24
0,23,Private,11th,NotMarried,Other-service,Other-relative,White,Male,40
0,55,Local-gov,Assoc-voc,Separated,Prof-specialty,Unmarried,Black,Female,35
1,39,Self-emp-inc,HS-grad,Married,Exec-managerial,Husband,White,Male,40
0,39,Private,11th,NotMarried,Craft-repair,Not-in-family,Black,Male,40
0,57,Private,7th-8th,Separated,Transport-moving,Unmarried,White,Male,75
0,35,Private,HS-grad,Separated,Sales,Unmarried,White,Female,40
1,39,Local-gov,Assoc-voc,Married,Protective-serv,Husband,White,Male,48
1,47,Private,HS-grad,Married,Sales,Own-child,White,Female,38
1,53,State-gov,Doctorate,Married,Adm-clerical,Husband,White,Male,50
0,23,Private,Some-college,NotMarried,Sales,Own-child,Black,Male,25
1,35,Private,Masters,NotMarried,Craft-repair,Not-in-family,White,Male,50
0,44,Private,Some-college,Separated,Farming-fishing,Not-in-family,White,Female,40
0,28,Private,HS-grad,NotMarried,Other-service,Own-child,White,Female,25
0,26,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40
0,23,Private,HS-grad,NotMarried,Exec-managerial,Not-in-family,White,Male,45
0,32,Private,HS-grad,Married,Other-service,Husband,White,Male,25
1,49,Self-emp-inc,Some-college,Married,Transport-moving,Husband,White,Male,50
0,36,Private,Some-college,NotMarried,Craft-repair,Own-child,White,Male,60
0,36,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,36
0,41,,5th-6th,Married,,Husband,Other,Male,40
1,21,Private,Assoc-acdm,Married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,46
1,54,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Husband,White,Male,40
0,43,Private,Some-college,NotMarried,Other-service,Not-in-family,Black,Female,40
0,35,Local-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40
1,31,Private,Some-college,Married,Farming-fishing,Husband,White,Male,50
0,46,Private,Some-college,Married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,40
0,46,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,40
0,56,Private,HS-grad,Married,Other-service,Husband,White,Male,40
0,45,,Masters,Married,,Wife,White,Female,1
0,21,Private,HS-grad,NotMarried,Adm-clerical,Own-child,White,Male,40
1,51,Private,Masters,Married,Exec-managerial,Husband,White,Male,50
0,47,State-gov,Some-college,Separated,Prof-specialty,Unmarried,White,Male,20
0,42,Private,5th-6th,NotMarried,Craft-repair,Not-in-family,White,Male,40
0,19,Private,Some-college,NotMarried,Sales,Own-child,White,Female,30
0,25,Private,Bachelors,NotMarried,Craft-repair,Own-child,White,Male,40
1,37,Private,Masters,Married,Tech-support,Husband,White,Male,60
0,35,Private,12th,Married,Other-service,Husband,Black,Male,40
0,40,Private,HS-grad,Married,Transport-moving,Husband,White,Male,30
0,57,Self-emp-not-inc,11th,Married,Sales,Husband,White,Male,15
1,38,Private,HS-grad,Married,Tech-support,Husband,White,Male,50
0,48,Private,10th,Separated,Sales,Not-in-family,White,Female,38
0,34,Private,Some-college,Separated,Other-service,Not-in-family,White,Female,34
0,46,Federal-gov,Some-college,Separated,Transport-moving,Not-in-family,White,Male,40
0,30,Private,HS-grad,NotMarried,Adm-clerical,Not-in-family,White,Male,38
0,45,State-gov,Masters,Separated,Protective-serv,Not-in-family,White,Male,50
1,32,Self-emp-not-inc,Bachelors,Married,Prof-specialty,Husband,White,Male,50
0,35,Private,HS-grad,NotMarried,Machine-op-inspct,Own-child,White,Male,48
1,62,Private,Some-college,NotMarried,Craft-repair,Not-in-family,White,Female,39
0,56,,HS-grad,Married,,Husband,White,Male,40
0,50,Private,Assoc-voc,Married,Other-service,Husband,White,Male,40
0,25,Private,Bachelors,NotMarried,Tech-support,Not-in-family,White,Male,40
0,41,Private,Some-college,NotMarried,Sales,Not-in-family,Black,Male,33
0,35,Private,HS-grad,NotMarried,Other-service,Own-child,White,Female,27
1,33,Private,Some-college,Married,Craft-repair,Husband,White,Male,41
1,38,Private,Assoc-acdm,Married,Exec-managerial,Wife,White,Female,40
0,37,State-gov,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Male,40
1,56,Private,HS-grad,Married,Machine-op-inspct,Husband,White,Male,40
0,19,Private,7th-8th,NotMarried,Craft-repair,Own-child,White,Male,32
0,31,Private,9th,Married,Exec-managerial,Wife,White,Female,40
1,53,Local-gov,HS-grad,Separated,Craft-repair,Not-in-family,Other,Male,40
0,33,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Male,35
0,72,Private,1st-4th,Separated,Other-service,Not-in-family,Black,Male,40
1,54,Private,HS-grad,Married,Transport-moving,Husband,White,Male,50
0,30,Private,Bachelors,NotMarried,Machine-op-inspct,Not-in-family,White,Female,40
1,51,Private,Doctorate,NotMarried,Prof-specialty,Not-in-family,White,Male,40
1,30,Private,HS-grad,Married,Craft-repair,Husband,White,Male,50
0,30,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Male,50
0,32,Private,Some-college,Married,Protective-serv,Husband,Black,Male,16
1,30,Private,Some-college,NotMarried,Sales,Not-in-family,White,Male,50
0,35,Private,Masters,Married,Adm-clerical,Husband,White,Male,40
1,40,Private,Some-college,Separated,Adm-clerical,Own-child,White,Female,44
0,38,State-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,40
0,19,Private,10th,NotMarried,Other-service,Other-relative,White,Female,30
0,32,Private,Some-college,NotMarried,Prof-specialty,Not-in-family,White,Male,44
0,49,Private,Masters,NotMarried,Adm-clerical,Unmarried,White,Female,40
0,76,,Bachelors,Married,,Husband,White,Male,10
0,60,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,35
0,60,Private,9th,Married,Sales,Husband,White,Male,40
1,55,Private,Doctorate,Married,Exec-managerial,Husband,White,Male,80
0,41,Private,Bachelors,Separated,Tech-support,Not-in-family,White,Female,30
0,24,Private,HS-grad,NotMarried,Craft-repair,Own-child,White,Male,40
1,53,Private,Masters,Married,Sales,Husband,White,Male,60
0,69,State-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,38
0,71,,Some-college,Married,,Husband,White,Male,30
1,41,Private,HS-grad,Married,Adm-clerical,Wife,White,Female,40
0,32,Private,HS-grad,NotMarried,Other-service,Own-child,White,Female,40
0,45,Private,11th,Married,Craft-repair,Husband,White,Male,40
0,59,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,40
0,31,Private,HS-grad,NotMarried,Other-service,Own-child,White,Female,35
0,40,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,37
1,44,Private,Assoc-voc,Married,Tech-support,Husband,White,Male,40
0,63,Private,Some-college,Separated,Sales,Not-in-family,White,Female,60
1,31,Local-gov,Some-college,Married,Protective-serv,Husband,White,Male,56
0,51,Private,Bachelors,NotMarried,Adm-clerical,Unmarried,White,Male,20
0,51,Private,11th,Married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40
0,23,Private,HS-grad,NotMarried,Sales,Not-in-family,White,Male,40
0,49,Private,7th-8th,Married,Machine-op-inspct,Husband,White,Male,48
0,56,Private,HS-grad,Married,Craft-repair,Husband,White,Male,45
1,39,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
1,39,Self-emp-not-inc,Prof-school,Married,Prof-specialty,Husband,White,Male,50
0,30,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmarried,White,Female,40
0,43,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Husband,White,Male,50
0,31,Private,Some-college,NotMarried,Craft-repair,Not-in-family,White,Male,50
0,44,Local-gov,Masters,Married,Prof-specialty,Husband,White,Male,35
1,43,Self-emp-not-inc,Prof-school,Married,Prof-specialty,Husband,White,Male,30
1,37,Federal-gov,Doctorate,Married,Prof-specialty,Husband,White,Male,72
1,41,Private,Some-college,Married,Adm-clerical,Husband,White,Male,46
1,43,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,40
1,47,State-gov,Some-college,Married,Craft-repair,Husband,White,Male,40
1,38,Self-emp-not-inc,Prof-school,NotMarried,Prof-specialty,Not-in-family,White,Male,45
0,46,Private,Assoc-voc,Married,Machine-op-inspct,Husband,White,Male,40
0,19,State-gov,Some-college,NotMarried,Other-service,Own-child,White,Female,40
0,19,Private,5th-6th,NotMarried,Other-service,Not-in-family,White,Male,50
1,24,Private,Bachelors,Married,Sales,Husband,White,Male,45
0,39,Self-emp-inc,Some-college,Married,Farming-fishing,Husband,White,Male,65
0,37,Private,Assoc-voc,Separated,Machine-op-inspct,Not-in-family,White,Female,30
0,28,,Bachelors,NotMarried,,Own-child,Black,Female,40
0,40,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40
0,27,Private,Assoc-acdm,NotMarried,Sales,Own-child,White,Female,40
0,22,Private,HS-grad,NotMarried,Adm-clerical,Other-relative,White,Female,40
0,21,Private,Some-college,NotMarried,Handlers-cleaners,Own-child,White,Male,12
0,32,Private,HS-grad,Married,Exec-managerial,Wife,White,Female,40
0,20,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,Male,40
1,45,Private,Masters,Separated,Transport-moving,Not-in-family,White,Male,48
1,46,Local-gov,Prof-school,Married,Protective-serv,Husband,White,Male,40
0,46,Private,Assoc-voc,Separated,Exec-managerial,Unmarried,White,Female,45
0,26,Private,Some-college,NotMarried,Protective-serv,Not-in-family,White,Male,44
0,47,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Own-child,White,Male,60
0,22,Private,Some-college,NotMarried,Prof-specialty,Own-child,White,Female,10
0,34,Self-emp-not-inc,HS-grad,Married,Exec-managerial,Husband,White,Male,60
0,49,Private,1st-4th,Married,Craft-repair,Husband,White,Male,40
0,20,Private,Some-college,NotMarried,Handlers-cleaners,Own-child,White,Male,25
0,28,Private,HS-grad,Married,Machine-op-inspct,Husband,White,Male,45
0,30,Private,11th,Married,Machine-op-inspct,Husband,Black,Male,40
0,23,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
0,20,Private,9th,NotMarried,Priv-house-serv,Own-child,White,Male,40
0,31,Private,Some-college,Married,Other-service,Husband,White,Male,55
0,46,Private,1st-4th,NotMarried,Machine-op-inspct,Own-child,White,Male,40
0,42,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40
0,60,Self-emp-not-inc,7th-8th,Married,Craft-repair,Husband,White,Male,40
0,30,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,Male,50
0,27,Private,Some-college,Married,Transport-moving,Husband,White,Male,48
0,20,Private,9th,NotMarried,Sales,Own-child,White,Female,32
1,56,Self-emp-not-inc,Bachelors,Married,Prof-specialty,Husband,White,Male,40
1,41,Private,Some-college,Married,Exec-managerial,Husband,White,Male,60
0,61,Private,HS-grad,Married,Machine-op-inspct,Husband,White,Male,40
1,47,Private,HS-grad,Separated,Exec-managerial,Unmarried,Black,Female,40
0,60,Private,9th,Married,Machine-op-inspct,Husband,White,Male,37
0,33,Private,9th,Married,Machine-op-inspct,Husband,White,Male,50
0,40,,Some-college,Married,,Wife,White,Female,25
1,48,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,45
1,56,Private,HS-grad,Married,Handlers-cleaners,Husband,White,Male,40
1,50,Private,Assoc-voc,Married,Transport-moving,Husband,White,Male,55
1,57,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,Male,40
0,20,Private,Some-college,NotMarried,Adm-clerical,Own-child,Other,Female,40
0,46,Private,Assoc-voc,Separated,Tech-support,Other-relative,White,Female,36
0,21,Private,Some-college,NotMarried,Prof-specialty,Not-in-family,White,Female,40
0,37,Private,HS-grad,Married,Exec-managerial,Husband,White,Male,40
0,42,Private,Some-college,Married,Tech-support,Husband,White,Male,40
0,20,Private,HS-grad,NotMarried,Other-service,Own-child,White,Female,30
1,54,Private,Doctorate,Married,Prof-specialty,Husband,White,Male,50
0,32,Local-gov,HS-grad,Married,Transport-moving,Wife,White,Female,22
0,62,,Some-college,Married,,Wife,White,Female,1
1,50,Private,Some-college,Married,Craft-repair,Husband,White,Male,40
0,49,Federal-gov,Some-college,NotMarried,Adm-clerical,Unmarried,Black,Female,40
0,48,Private,Assoc-acdm,Married,Transport-moving,Husband,White,Male,50
0,24,Private,Some-college,NotMarried,Sales,Other-relative,Black,Female,40
1,46,Private,Masters,Married,Tech-support,Husband,Asian-Pac-Islander,Male,40
0,42,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,40
0,52,Self-emp-inc,Some-college,Married,Craft-repair,Husband,White,Male,40
0,58,Local-gov,Assoc-acdm,Widowed,Adm-clerical,Not-in-family,Black,Female,40
0,37,Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,40
0,34,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
0,26,Private,Some-college,Married,Adm-clerical,Husband,White,Male,40
0,18,Private,Some-college,NotMarried,Adm-clerical,Other-relative,White,Female,20
0,33,Private,Some-college,NotMarried,Prof-specialty,Not-in-family,Black,Male,40
0,41,Private,Some-college,Separated,Sales,Not-in-family,White,Female,15
0,21,Private,Assoc-acdm,NotMarried,Adm-clerical,Own-child,White,Female,20
0,23,Private,Assoc-voc,NotMarried,Tech-support,Not-in-family,White,Female,40
0,26,Federal-gov,Some-college,NotMarried,Tech-support,Own-child,White,Female,40
0,33,Private,Bachelors,Married,Other-service,Wife,White,Female,40
0,24,Private,Some-college,NotMarried,Exec-managerial,Own-child,White,Female,45
0,43,Private,10th,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,42
0,52,State-gov,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,40
0,27,,Some-college,Separated,,Own-child,Black,Female,40
0,61,Private,7th-8th,Separated,Other-service,Unmarried,White,Female,40
0,35,Private,HS-grad,Married,Machine-op-inspct,Husband,White,Male,40
1,35,Private,HS-grad,Married,Craft-repair,Husband,White,Male,40
1,45,Self-emp-inc,HS-grad,Married,Exec-managerial,Husband,White,Male,55
1,43,Local-gov,HS-grad,Married,Exec-managerial,Husband,White,Male,40
1,51,Private,HS-grad,Married,Protective-serv,Husband,White,Male,40
0,35,Private,Bachelors,Married,Transport-moving,Husband,White,Male,40
1,47,Federal-gov,Bachelors,Married,Adm-clerical,Husband,White,Male,45
0,22,Private,Some-college,NotMarried,Adm-clerical,Own-child,White,Male,40
1,49,Self-emp-inc,Assoc-voc,Married,Exec-managerial,Husband,White,Male,60
0,20,Private,HS-grad,NotMarried,Craft-repair,Own-child,White,Male,20
0,19,Private,10th,Separated,Other-service,Not-in-family,White,Female,40
0,27,Private,HS-grad,NotMarried,Craft-repair,Not-in-family,White,Male,40
0,42,Private,Assoc-acdm,Separated,Prof-specialty,Unmarried,White,Female,45
0,27,,Some-college,Separated,,Own-child,White,Male,40
0,23,Self-emp-not-inc,Some-college,NotMarried,Farming-fishing,Own-child,White,Male,35
0,20,Private,Some-college,NotMarried,Tech-support,Not-in-family,White,Female,10
0,47,Private,HS-grad,Married,Transport-moving,Husband,White,Male,50
0,17,Private,12th,NotMarried,Other-service,Own-child,Black,Male,18
0,76,,10th,Married,,Husband,White,Male,1
0,39,Private,Some-college,Separated,Sales,Unmarried,White,Female,40
0,25,Private,9th,Married,Machine-op-inspct,Husband,White,Male,40
0,31,Private,Assoc-voc,Married,Exec-managerial,Wife,Black,Female,43
0,44,Private,HS-grad,Separated,Transport-moving,Not-in-family,Black,Male,20
1,53,Private,Assoc-voc,Married,Exec-managerial,Husband,White,Male,40
0,34,Private,Some-college,Separated,Craft-repair,Not-in-family,White,Male,45
0,45,Self-emp-not-inc,Some-college,Married,Exec-managerial,Husband,White,Male,60
0,34,Private,HS-grad,Married,Sales,Husband,White,Male,45
1,35,Private,Masters,Married,Sales,Husband,White,Male,40
0,36,Private,Some-college,NotMarried,Other-service,Not-in-family,White,Male,48
0,45,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,45
0,37,Self-emp-not-inc,Some-college,Married,Exec-managerial,Husband,White,Male,60
1,53,Private,Assoc-acdm,Married,Machine-op-inspct,Husband,White,Male,40
1,35,Private,Masters,Married,Prof-specialty,Wife,White,Female,50
0,38,Self-emp-not-inc,HS-grad,Married,Machine-op-inspct,Husband,White,Male,70
0,65,Self-emp-inc,Some-college,Married,Sales,Husband,White,Male,40
0,49,Self-emp-not-inc,10th,Separated,Farming-fishing,Unmarried,White,Male,70
0,24,Private,HS-grad,NotMarried,Handlers-cleaners,Not-in-family,White,Male,40
0,54,Private,Some-college,Married,Craft-repair,Husband,White,Male,40
0,17,Private,10th,NotMarried,Sales,Own-child,White,Female,12
0,19,Private,12th,NotMarried,Other-service,Own-child,White,Male,16
0,60,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,40
1,46,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,35
0,78,,Masters,Widowed,,Not-in-family,White,Female,15
0,26,Private,Some-college,NotMarried,Exec-managerial,Own-child,Black,Female,40
0,58,Private,1st-4th,Married,Other-service,Husband,White,Male,38
0,37,Self-emp-not-inc,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,55
1,41,Private,Masters,Married,Prof-specialty,Husband,White,Male,38
0,30,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,40
0,19,Private,Some-college,NotMarried,Adm-clerical,Not-in-family,White,Female,30
1,48,Private,Bachelors,Married,Exec-managerial,Husband,White,Male,60
0,22,Private,Some-college,NotMarried,Transport-moving,Not-in-family,White,Female,24
0,50,Private,Masters,NotMarried,Prof-specialty,Other-relative,White,Male,60
0,25,Private,1st-4th,NotMarried,Priv-house-serv,Not-in-family,White,Female,40
0,18,Private,10th,NotMarried,Other-service,Own-child,White,Male,6
0,21,Private,HS-grad,NotMarried,Handlers-cleaners,Own-child,White,Male,40
